url_length,is_https,subdomain_count,has_ip_address,hyphen_count,dot_count,is_suspicious_tld,domain_length,longest_numeric_sequence,numeric_ratio,domain_entropy,is_punycode,suspicious_keyword_count,path_length,query_length,non_standard_port,brand_detected,brand_domain_match,brand_domain_mismatch,ssl_chain_valid,ssl_expired,ssl_self_signed,ssl_recognized_ca,dom_element_count,dom_form_count,dom_iframe_count,dom_script_count,password_input_count,email_input_count,card_input_count,otp_input_count,hidden_input_count,login_keyword_count,external_form_action_count,cross_domain_form_action_count,has_credential_harvesting_form,network_request_count,network_https_ratio,network_unique_domains_count,network_external_domains_count,js_script_count,js_dom_modifications,js_external_api_calls,has_screenshot,viewport_width,viewport_height,image_count,threat_intelligence_flag,is_phishing
85.0,1.0,1.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0,3.282353631410255,0.0,2.0,43.0,30.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,163.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,11.0,0.7231916794370626,3.0,1.0,8.0,15.0,9.0,1.0,1280.0,800.0,11.0,0.0,1
80.0,1.0,2.0,0.0,0.0,3.0,1.0,27.0,10.0,0.37037037037037035,3.769636915056773,0.0,0.0,45.0,38.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,69.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,17.0,0.7954992053092999,6.0,1.0,3.0,1.0,6.0,1.0,1280.0,800.0,9.0,1.0,1
84.0,0.0,2.0,0.0,4.0,3.0,0.0,23.0,8.0,0.34782608695652173,3.1254009702511487,0.0,0.0,8.0,42.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,6.0,0.023853047470210352,6.0,2.0,3.0,78.0,8.0,1.0,1280.0,800.0,9.0,0.0,1
36.0,1.0,1.0,0.0,2.0,2.0,0.0,16.0,0.0,0.0,3.5639116551293233,1.0,0.0,47.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,187.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,7.0,0.7498830420929448,6.0,2.0,7.0,1.0,6.0,0.0,1280.0,800.0,14.0,0.0,1
38.0,1.0,1.0,0.0,1.0,2.0,0.0,25.0,2.0,0.08,3.737492522064391,0.0,1.0,50.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,210.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,24.0,0.9571810629164756,7.0,3.0,1.0,84.0,5.0,1.0,1280.0,800.0,14.0,0.0,1
44.0,0.0,0.0,0.0,2.0,1.0,0.0,21.0,0.0,0.0,3.6433266536427413,1.0,0.0,5.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,332.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,14.0,0.19005206143961864,2.0,3.0,2.0,79.0,8.0,1.0,1280.0,800.0,5.0,0.0,1
75.0,1.0,2.0,0.0,3.0,3.0,1.0,24.0,5.0,0.20833333333333334,3.7789286491739613,0.0,0.0,54.0,23.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,200.0,1.0,6.0,1.0,0.0,0.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,7.0,0.6056247652244048,3.0,3.0,1.0,84.0,13.0,1.0,1280.0,800.0,11.0,0.0,1
86.0,1.0,1.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0,3.5365772707838095,1.0,0.0,22.0,21.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,319.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,30.0,0.7483216078218422,7.0,5.0,4.0,114.0,12.0,1.0,1280.0,800.0,3.0,0.0,1
63.0,1.0,0.0,0.0,2.0,1.0,0.0,23.0,14.0,0.5058719152934921,3.307417860758345,0.0,0.0,44.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,251.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,37.0,0.7539358237460861,1.0,4.0,1.0,39.0,9.0,1.0,1280.0,800.0,11.0,0.0,1
62.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,3.0,0.6878506604074592,2.65147572209778,0.0,1.0,25.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,24.0,0.17213876880434836,3.0,2.0,2.0,28.0,6.0,1.0,1280.0,800.0,4.0,0.0,1
84.0,1.0,3.0,0.0,2.0,4.0,0.0,10.0,5.0,0.5,3.641499352856323,0.0,3.0,43.0,34.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,330.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,26.0,0.7137195984409676,5.0,3.0,6.0,105.0,3.0,1.0,1280.0,800.0,0.0,0.0,1
83.0,1.0,1.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0,3.4924726957212893,0.0,1.0,42.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,206.0,1.0,1.0,5.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,40.0,0.8596326629042172,5.0,1.0,5.0,59.0,4.0,1.0,1280.0,800.0,5.0,0.0,1
79.0,1.0,2.0,0.0,2.0,3.0,0.0,22.0,2.0,0.09090909090909091,2.8711594047712574,0.0,0.0,46.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,35.0,1.0,1.0,10.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.887587692209256,5.0,1.0,10.0,33.0,14.0,1.0,1280.0,800.0,10.0,0.0,1
88.0,1.0,3.0,0.0,3.0,4.0,0.0,17.0,0.0,0.0,2.8108417017224205,0.0,2.0,26.0,21.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,66.0,1.0,6.0,6.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,12.0,0.8880349211248115,3.0,4.0,6.0,15.0,0.0,1.0,1280.0,800.0,3.0,1.0,1
92.0,1.0,2.0,0.0,0.0,3.0,1.0,27.0,12.0,0.4444444444444444,3.706457180765889,0.0,1.0,56.0,31.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,147.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,11.0,0.7532628660805174,2.0,5.0,2.0,59.0,6.0,1.0,1280.0,800.0,9.0,1.0,1
35.0,1.0,0.0,0.0,2.0,1.0,0.0,22.0,0.0,0.0,3.6534851471631935,0.0,0.0,31.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,8.0,0.9728746873848946,4.0,2.0,9.0,24.0,1.0,1.0,1280.0,800.0,8.0,1.0,1
47.0,1.0,2.0,0.0,3.0,3.0,1.0,22.0,2.0,0.09090909090909091,3.6809254768293056,0.0,2.0,45.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,110.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,1.0,0.0,43.0,0.9855348894961051,7.0,1.0,7.0,97.0,4.0,1.0,1280.0,800.0,6.0,1.0,1
49.0,1.0,0.0,0.0,2.0,1.0,0.0,21.0,0.0,0.0,3.1116564648201086,1.0,2.0,35.0,20.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,10.0,0.6966214480159155,7.0,4.0,9.0,7.0,5.0,1.0,1280.0,800.0,12.0,0.0,1
50.0,1.0,1.0,0.0,3.0,2.0,1.0,12.0,2.0,0.16666666666666666,3.4852561738181564,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,1.0,23.0,0.8091098746707936,1.0,4.0,2.0,57.0,1.0,1.0,1280.0,800.0,7.0,0.0,1
81.0,0.0,1.0,0.0,4.0,2.0,0.0,16.0,0.0,0.0,3.896184238705115,0.0,0.0,50.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,7.0,0.2403916331346628,4.0,4.0,2.0,94.0,5.0,1.0,1280.0,800.0,9.0,0.0,1
50.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,3.0,0.7925074946937023,2.9662761001616382,0.0,0.0,34.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,34.0,0.21022274091341522,1.0,4.0,5.0,44.0,2.0,0.0,1280.0,800.0,3.0,0.0,1
81.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,3.0,0.6103455997436356,2.5996627288127785,0.0,0.0,51.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,339.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,38.0,0.2368534019336905,6.0,5.0,8.0,10.0,5.0,1.0,1280.0,800.0,13.0,0.0,1
86.0,0.0,1.0,0.0,3.0,2.0,0.0,24.0,0.0,0.0,3.751662345881827,0.0,0.0,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,35.0,0.2990905711675377,5.0,5.0,8.0,49.0,0.0,1.0,1280.0,800.0,6.0,0.0,1
40.0,1.0,2.0,0.0,4.0,3.0,0.0,15.0,0.0,0.0,3.8506933031455386,0.0,0.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,0.7636464875128408,3.0,4.0,2.0,110.0,13.0,1.0,1280.0,800.0,1.0,0.0,1
85.0,1.0,1.0,0.0,1.0,2.0,1.0,14.0,8.0,0.5714285714285714,3.6540904062845456,0.0,1.0,46.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,94.0,1.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,0.9639416134303695,4.0,3.0,11.0,105.0,5.0,1.0,1280.0,800.0,4.0,0.0,1
52.0,1.0,2.0,0.0,2.0,3.0,0.0,25.0,12.0,0.48,3.2457132098865973,0.0,0.0,41.0,24.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,218.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,41.0,0.6067233516453964,6.0,5.0,9.0,113.0,10.0,1.0,1280.0,800.0,5.0,0.0,1
78.0,1.0,3.0,0.0,0.0,4.0,1.0,27.0,5.0,0.18518518518518517,3.02482573774243,0.0,0.0,14.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,198.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,41.0,0.792097278216696,6.0,3.0,7.0,8.0,1.0,1.0,1280.0,800.0,0.0,0.0,1
65.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,3.0,0.7613255734405961,2.952678339576025,0.0,1.0,28.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,119.0,1.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,43.0,0.6846992430288332,3.0,2.0,8.0,10.0,1.0,1.0,1280.0,800.0,2.0,0.0,1
61.0,1.0,0.0,0.0,2.0,1.0,0.0,16.0,0.0,0.0,3.761870054049181,1.0,1.0,57.0,18.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,163.0,1.0,0.0,8.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,34.0,0.6206719987039359,1.0,4.0,8.0,109.0,6.0,0.0,1280.0,800.0,12.0,0.0,1
79.0,1.0,1.0,0.0,3.0,2.0,0.0,14.0,2.0,0.14285714285714285,3.313220885475256,0.0,3.0,44.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,138.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,34.0,0.6792884675574328,1.0,2.0,4.0,54.0,9.0,1.0,1280.0,800.0,1.0,0.0,1
51.0,0.0,0.0,0.0,4.0,1.0,1.0,23.0,2.0,0.08695652173913043,3.025684775224846,0.0,1.0,16.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,14.0,0.17200257089721457,5.0,3.0,6.0,54.0,9.0,1.0,1280.0,800.0,7.0,0.0,1
71.0,1.0,1.0,0.0,2.0,2.0,1.0,20.0,0.0,0.0,3.3972294789873323,0.0,0.0,27.0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,35.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,25.0,0.6620936906473975,1.0,2.0,4.0,74.0,14.0,1.0,1280.0,800.0,8.0,0.0,1
89.0,1.0,1.0,0.0,2.0,2.0,1.0,20.0,8.0,0.4,3.145931772456484,0.0,0.0,49.0,39.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,319.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,42.0,0.9259226503901705,2.0,2.0,7.0,111.0,7.0,1.0,1280.0,800.0,11.0,0.0,1
93.0,1.0,1.0,0.0,0.0,2.0,0.0,22.0,8.0,0.36363636363636365,3.390218749777648,0.0,0.0,5.0,30.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,200.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,28.0,0.920743694546396,6.0,4.0,2.0,21.0,11.0,1.0,1280.0,800.0,14.0,0.0,1
78.0,0.0,0.0,0.0,2.0,1.0,1.0,16.0,5.0,0.3125,2.978048571450399,0.0,1.0,45.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,0.2536051120748458,6.0,3.0,11.0,81.0,6.0,1.0,1280.0,800.0,7.0,0.0,1
62.0,0.0,2.0,0.0,0.0,3.0,0.0,17.0,5.0,0.29411764705882354,3.2475950939761886,0.0,1.0,6.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,308.0,2.0,0.0,6.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,16.0,0.017986039597267457,6.0,2.0,6.0,112.0,9.0,1.0,1280.0,800.0,5.0,1.0,1
94.0,0.0,0.0,0.0,4.0,1.0,0.0,23.0,0.0,0.0,3.1073643627494736,0.0,2.0,53.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,308.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,43.0,0.16048341462205395,4.0,4.0,4.0,59.0,1.0,1.0,1280.0,800.0,8.0,0.0,1
50.0,1.0,0.0,0.0,2.0,1.0,0.0,20.0,0.0,0.0,3.7895619113377226,1.0,0.0,46.0,41.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,79.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,9.0,0.9795548086900944,7.0,2.0,6.0,14.0,6.0,1.0,1280.0,800.0,8.0,0.0,1
43.0,1.0,1.0,0.0,3.0,2.0,1.0,20.0,2.0,0.1,3.3841101754138085,0.0,3.0,47.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,30.0,0.773694774973921,5.0,1.0,7.0,58.0,8.0,1.0,1280.0,800.0,0.0,0.0,1
52.0,1.0,1.0,0.0,2.0,2.0,1.0,11.0,0.0,0.0,3.4638991575002764,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,290.0,1.0,0.0,7.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,25.0,0.8751617775160336,3.0,2.0,7.0,80.0,11.0,0.0,1280.0,800.0,8.0,0.0,1
48.0,0.0,0.0,0.0,2.0,1.0,0.0,16.0,0.0,0.0,3.8447922336060825,1.0,1.0,33.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,1.0,6.0,6.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,27.0,0.13455490405294498,1.0,2.0,6.0,21.0,6.0,1.0,1280.0,800.0,7.0,0.0,1
88.0,1.0,1.0,0.0,3.0,2.0,0.0,21.0,0.0,0.0,3.6155180642577434,0.0,2.0,57.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,35.0,0.6422769588967158,3.0,1.0,7.0,28.0,10.0,1.0,1280.0,800.0,1.0,0.0,1
72.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,3.4986464857236577,1.0,1.0,9.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,301.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,14.0,0.7659320821085884,6.0,1.0,2.0,61.0,6.0,1.0,1280.0,800.0,2.0,1.0,1
46.0,1.0,1.0,0.0,2.0,2.0,0.0,20.0,0.0,0.0,3.6210962701819085,1.0,1.0,58.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,177.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,14.0,0.6301971961244786,4.0,2.0,11.0,97.0,9.0,1.0,1280.0,800.0,14.0,1.0,1
46.0,1.0,1.0,0.0,1.0,2.0,1.0,20.0,2.0,0.1,2.921742139069341,0.0,1.0,33.0,31.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,297.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,33.0,0.940366925613752,3.0,5.0,6.0,35.0,4.0,1.0,1280.0,800.0,6.0,0.0,1
66.0,1.0,1.0,0.0,2.0,2.0,1.0,23.0,10.0,0.43478260869565216,3.16359259577849,0.0,1.0,40.0,39.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,145.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,36.0,0.642002539679893,2.0,5.0,1.0,94.0,10.0,1.0,1280.0,800.0,6.0,1.0,1
77.0,0.0,1.0,0.0,2.0,2.0,1.0,23.0,0.0,0.0,3.0697302849554706,0.0,0.0,52.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,230.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,27.0,0.2546124540132681,4.0,1.0,2.0,59.0,9.0,1.0,1280.0,800.0,1.0,0.0,1
43.0,1.0,2.0,0.0,2.0,3.0,0.0,24.0,5.0,0.20833333333333334,3.47262653715901,0.0,0.0,46.0,35.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,101.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,27.0,0.6062240181665299,6.0,1.0,7.0,31.0,11.0,1.0,1280.0,800.0,6.0,0.0,1
70.0,0.0,1.0,0.0,1.0,2.0,0.0,13.0,12.0,0.9230769230769231,3.504907762421734,0.0,0.0,17.0,40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,9.0,0.18650249332305244,6.0,1.0,5.0,1.0,3.0,0.0,1280.0,800.0,4.0,0.0,1
94.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,3.0,0.723381281829092,2.9063637221230247,0.0,0.0,46.0,23.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,298.0,1.0,0.0,10.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,41.0,0.6742783989663094,3.0,2.0,10.0,13.0,4.0,1.0,1280.0,800.0,11.0,0.0,1
88.0,1.0,2.0,0.0,1.0,3.0,1.0,25.0,2.0,0.08,3.021541927413719,0.0,0.0,38.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,96.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,10.0,0.9564546910787539,5.0,5.0,4.0,29.0,11.0,1.0,1280.0,800.0,13.0,0.0,1
62.0,1.0,1.0,0.0,2.0,2.0,1.0,21.0,8.0,0.38095238095238093,2.927811117849453,0.0,1.0,18.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,20.0,0.7299481292541857,7.0,2.0,10.0,73.0,9.0,1.0,1280.0,800.0,11.0,0.0,1
50.0,0.0,1.0,0.0,3.0,2.0,0.0,19.0,2.0,0.10526315789473684,3.5171579686419863,0.0,0.0,15.0,40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,183.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,29.0,0.07728293806653334,2.0,3.0,8.0,21.0,4.0,1.0,1280.0,800.0,14.0,0.0,1
56.0,0.0,2.0,0.0,2.0,3.0,0.0,20.0,8.0,0.37618443733687856,3.358797303639496,0.0,3.0,23.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,36.0,0.15723713552176555,5.0,2.0,3.0,101.0,4.0,1.0,1280.0,800.0,8.0,0.0,1
