url_length,is_https,subdomain_count,has_ip_address,hyphen_count,dot_count,is_suspicious_tld,domain_length,longest_numeric_sequence,numeric_ratio,domain_entropy,is_punycode,suspicious_keyword_count,path_length,query_length,non_standard_port,brand_detected,brand_domain_match,brand_domain_mismatch,ssl_chain_valid,ssl_expired,ssl_self_signed,ssl_recognized_ca,dom_element_count,dom_form_count,dom_iframe_count,dom_script_count,password_input_count,email_input_count,card_input_count,otp_input_count,hidden_input_count,login_keyword_count,external_form_action_count,cross_domain_form_action_count,has_credential_harvesting_form,network_request_count,network_https_ratio,network_unique_domains_count,network_external_domains_count,js_script_count,js_dom_modifications,js_external_api_calls,has_screenshot,viewport_width,viewport_height,image_count,threat_intelligence_flag,is_phishing
73.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,2.0,0.18181819,2.8767357,0.0,0.0,55.0,26.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,39.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,30.0,0.77005833,7.0,4.0,8.0,107.0,10.0,1.0,1280.0,800.0,12.0,0.0,1
33.0,1.0,2.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,2.1070657,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2020.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.9456039,6.0,1.0,2.0,53.0,15.0,1.0,1920.0,1080.0,19.0,0.0,0
41.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,2.4094336,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2138.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,0.995019,8.0,1.0,26.0,100.0,6.0,1.0,1920.0,1080.0,39.0,0.0,0
54.0,1.0,1.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0,2.9565268,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1645.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,0.9360007,4.0,1.0,5.0,466.0,3.0,1.0,1920.0,1080.0,36.0,0.0,0
71.0,1.0,0.0,0.0,3.0,1.0,0.0,19.0,0.0,0.0,3.3932178,0.0,0.0,40.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,230.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,11.0,0.7062127,3.0,4.0,5.0,113.0,0.0,1.0,1280.0,800.0,3.0,0.0,1
26.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,1.0,0.04761905,2.7461941,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2252.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.98949575,8.0,3.0,5.0,120.0,2.0,1.0,1920.0,1080.0,35.0,0.0,0
35.0,1.0,1.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,2.5230284,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,567.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,28.0,0.94401777,4.0,3.0,20.0,493.0,15.0,1.0,1920.0,1080.0,36.0,0.0,0
89.0,1.0,1.0,0.0,1.0,2.0,0.0,10.0,2.0,0.2,2.899342,0.0,1.0,49.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,246.0,1.0,6.0,10.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,27.0,0.64781886,6.0,4.0,10.0,37.0,1.0,1.0,1280.0,800.0,5.0,0.0,1
27.0,1.0,0.0,0.0,2.0,1.0,0.0,13.0,0.0,0.0,3.0012867,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,841.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,58.0,0.92247766,13.0,9.0,5.0,215.0,4.0,1.0,1280.0,800.0,31.0,0.0,0
34.0,1.0,1.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,2.9383738,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,864.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.0,0.9652596,9.0,5.0,9.0,413.0,1.0,1.0,1920.0,1080.0,28.0,0.0,0
28.0,1.0,1.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,2.74287,0.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,520.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,0.9793494,14.0,9.0,11.0,375.0,12.0,1.0,1280.0,800.0,37.0,0.0,0
88.0,1.0,2.0,0.0,2.0,3.0,0.0,20.0,0.0,0.0,3.831354,0.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,87.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,40.0,0.9244057,2.0,3.0,3.0,116.0,9.0,1.0,1280.0,800.0,8.0,0.0,1
77.0,1.0,1.0,0.0,4.0,2.0,0.0,20.0,0.0,0.0,3.2774987,0.0,0.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,32.0,0.63378567,3.0,5.0,4.0,50.0,0.0,1.0,1280.0,800.0,14.0,0.0,1
44.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,2.939175,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,773.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,54.0,0.981318,7.0,6.0,12.0,96.0,6.0,1.0,1280.0,800.0,5.0,0.0,0
46.0,1.0,2.0,0.0,1.0,3.0,1.0,14.0,5.0,0.35714287,3.0063162,0.0,0.0,9.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,11.0,0.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,9.0,0.7570066,5.0,3.0,11.0,63.0,3.0,1.0,1280.0,800.0,13.0,0.0,1
81.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,3.4494243,1.0,1.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,248.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,16.0,0.06440092,6.0,2.0,6.0,34.0,13.0,1.0,1280.0,800.0,0.0,0.0,1
27.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,2.766167,0.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2217.0,1.0,0.0,22.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,51.0,0.952517,2.0,0.0,22.0,330.0,0.0,1.0,1920.0,1080.0,38.0,0.0,0
58.0,0.0,2.0,0.0,4.0,3.0,1.0,13.0,2.0,0.15384616,3.5991507,0.0,0.0,30.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,299.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,39.0,0.13735658,7.0,2.0,10.0,90.0,12.0,1.0,1280.0,800.0,1.0,0.0,1
39.0,1.0,2.0,0.0,3.0,3.0,0.0,10.0,2.0,0.2,3.1750138,0.0,0.0,15.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,305.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,18.0,0.8276033,7.0,5.0,1.0,109.0,11.0,1.0,1280.0,800.0,3.0,0.0,1
70.0,1.0,2.0,0.0,4.0,3.0,1.0,24.0,0.0,0.0,3.8531218,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,1.0,24.0,0.6276182,1.0,2.0,6.0,106.0,8.0,1.0,1280.0,800.0,11.0,0.0,1
56.0,0.0,3.0,0.0,3.0,4.0,1.0,24.0,0.0,0.0,3.6586306,0.0,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,1.0,6.0,7.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,13.0,0.053377513,7.0,5.0,7.0,57.0,14.0,1.0,1280.0,800.0,3.0,0.0,1
82.0,1.0,1.0,0.0,1.0,2.0,1.0,27.0,11.0,0.59732604,3.480807,0.0,0.0,24.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,298.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,35.0,0.75632286,3.0,1.0,8.0,109.0,9.0,1.0,1280.0,800.0,5.0,0.0,1
42.0,0.0,1.0,0.0,3.0,2.0,1.0,11.0,0.0,0.0,3.0340407,0.0,0.0,54.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,1.0,1.0,6.0,0.0,1.0,2.0,2.0,3.0,4.0,0.0,0.0,1.0,43.0,0.269426,1.0,5.0,6.0,22.0,12.0,1.0,1280.0,800.0,8.0,0.0,1
37.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,3.2264354,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2155.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,61.0,0.99979204,8.0,2.0,7.0,261.0,11.0,1.0,1920.0,1080.0,39.0,0.0,0
19.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,2.5472476,0.0,0.0,22.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1585.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,96.0,0.98476964,12.0,6.0,9.0,485.0,5.0,1.0,1280.0,800.0,25.0,0.0,0
28.0,1.0,1.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,2.4593742,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,547.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,106.0,0.9361613,8.0,4.0,9.0,420.0,15.0,1.0,1920.0,1080.0,5.0,0.0,0
66.0,1.0,3.0,0.0,0.0,4.0,0.0,23.0,5.0,0.2173913,3.3603313,0.0,2.0,12.0,29.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,84.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,26.0,0.8564645,1.0,4.0,5.0,95.0,2.0,1.0,1280.0,800.0,0.0,0.0,1
23.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,2.697588,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,111.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,89.0,0.924349,6.0,4.0,2.0,44.0,17.0,1.0,1280.0,800.0,30.0,0.0,0
50.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,3.0,0.69145656,2.9735985,0.0,0.0,13.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,133.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,32.0,0.68534666,3.0,1.0,1.0,0.0,8.0,1.0,1280.0,800.0,9.0,0.0,1
49.0,1.0,1.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,3.2267978,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,116.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,0.98674744,6.0,1.0,4.0,301.0,14.0,1.0,1280.0,800.0,8.0,0.0,0
22.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,2.5138338,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,264.0,1.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,82.0,0.9201694,6.0,5.0,13.0,334.0,0.0,1.0,1920.0,1080.0,41.0,0.0,0
47.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.5719717,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,624.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.99625397,14.0,3.0,5.0,132.0,13.0,1.0,1920.0,1080.0,10.0,0.0,0
20.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,3.1847956,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2000.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,0.9388307,12.0,9.0,15.0,337.0,0.0,1.0,1920.0,1080.0,11.0,0.0,0
48.0,1.0,2.0,0.0,3.0,3.0,0.0,23.0,0.0,0.0,3.607705,0.0,0.0,10.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,297.0,1.0,0.0,9.0,1.0,0.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,24.0,0.8905721,7.0,3.0,9.0,103.0,0.0,1.0,1280.0,800.0,0.0,1.0,1
53.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,3.0,0.68797916,3.0997984,0.0,1.0,48.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,165.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,38.0,0.9965031,3.0,1.0,2.0,74.0,13.0,1.0,1280.0,800.0,11.0,0.0,1
52.0,1.0,3.0,0.0,2.0,4.0,0.0,12.0,8.0,0.6666667,3.5096483,0.0,0.0,55.0,42.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,219.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,6.0,0.7364788,7.0,5.0,3.0,44.0,6.0,1.0,1280.0,800.0,13.0,0.0,1
79.0,1.0,1.0,0.0,1.0,2.0,0.0,11.0,2.0,0.18181819,3.0606198,0.0,1.0,43.0,35.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,316.0,2.0,0.0,10.0,1.0,0.0,0.0,1.0,13.0,3.0,0.0,1.0,1.0,35.0,0.8878104,2.0,4.0,10.0,40.0,14.0,1.0,1280.0,800.0,5.0,1.0,1
77.0,1.0,2.0,0.0,3.0,3.0,1.0,25.0,0.0,0.0,3.1384256,0.0,1.0,48.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,266.0,1.0,0.0,10.0,0.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,1.0,12.0,0.97457224,3.0,1.0,10.0,97.0,7.0,1.0,1280.0,800.0,6.0,1.0,1
20.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,3.336015,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1382.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.9879408,5.0,2.0,17.0,295.0,0.0,1.0,1920.0,1080.0,19.0,0.0,0
23.0,1.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,2.3932037,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1705.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,0.9245824,14.0,8.0,25.0,35.0,19.0,1.0,1920.0,1080.0,37.0,0.0,0
46.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.1824841,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2382.0,1.0,2.0,27.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,51.0,0.9249922,3.0,2.0,27.0,99.0,9.0,1.0,1920.0,1080.0,26.0,0.0,0
47.0,1.0,1.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,2.2589955,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1112.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,112.0,0.9209583,3.0,2.0,29.0,248.0,19.0,1.0,1280.0,800.0,38.0,0.0,0
34.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,2.7865922,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2338.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0.95172626,12.0,8.0,25.0,421.0,5.0,1.0,1920.0,1080.0,12.0,0.0,0
85.0,1.0,1.0,0.0,2.0,2.0,1.0,23.0,10.0,0.4347826,3.1749237,0.0,1.0,11.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,320.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,6.0,0.7160744,3.0,2.0,2.0,101.0,4.0,0.0,1280.0,800.0,2.0,0.0,1
57.0,1.0,1.0,0.0,1.0,2.0,0.0,22.0,2.0,0.09090909,3.6014824,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,43.0,0.986003,4.0,1.0,4.0,71.0,4.0,0.0,1280.0,800.0,4.0,0.0,1
62.0,1.0,1.0,0.0,4.0,2.0,0.0,21.0,5.0,0.23809524,2.883107,0.0,2.0,43.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,158.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,29.0,0.83795464,3.0,4.0,2.0,68.0,3.0,1.0,1280.0,800.0,1.0,0.0,1
87.0,1.0,0.0,0.0,3.0,1.0,0.0,26.0,13.0,0.6992168,3.531755,0.0,2.0,32.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,211.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,16.0,0.78898317,6.0,1.0,2.0,24.0,14.0,1.0,1280.0,800.0,10.0,1.0,1
66.0,0.0,1.0,0.0,2.0,2.0,0.0,20.0,0.0,0.0,2.8332868,0.0,0.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,12.0,0.15532932,4.0,3.0,10.0,115.0,6.0,1.0,1280.0,800.0,6.0,1.0,1
28.0,1.0,2.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.3061347,0.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2438.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0,0.9486735,10.0,0.0,17.0,299.0,19.0,1.0,1920.0,1080.0,41.0,0.0,0
91.0,1.0,2.0,0.0,4.0,3.0,0.0,17.0,8.0,0.47058824,2.875405,0.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,272.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,11.0,0.91594833,4.0,1.0,10.0,52.0,2.0,1.0,1280.0,800.0,0.0,0.0,1
62.0,0.0,2.0,0.0,2.0,3.0,0.0,20.0,2.0,0.1,3.0384846,0.0,0.0,54.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,144.0,2.0,1.0,6.0,0.0,1.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,25.0,0.051079303,1.0,1.0,6.0,32.0,3.0,1.0,1280.0,800.0,2.0,1.0,1
29.0,1.0,1.0,0.0,2.0,2.0,0.0,19.0,0.0,0.0,2.205783,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1441.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,71.0,0.9432842,11.0,7.0,4.0,316.0,17.0,1.0,1920.0,1080.0,31.0,0.0,0
86.0,1.0,2.0,0.0,3.0,3.0,0.0,19.0,2.0,0.10526316,2.8167512,0.0,2.0,15.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,314.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,8.0,3.0,1.0,1.0,1.0,35.0,0.9796004,1.0,2.0,10.0,60.0,11.0,1.0,1280.0,800.0,5.0,0.0,1
39.0,1.0,2.0,0.0,4.0,3.0,1.0,19.0,0.0,0.0,3.7665377,0.0,0.0,12.0,25.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,116.0,1.0,0.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,31.0,0.9707812,1.0,1.0,6.0,57.0,10.0,1.0,1280.0,800.0,14.0,0.0,1
30.0,1.0,1.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,2.529802,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1131.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,0.98769784,7.0,1.0,11.0,103.0,15.0,1.0,1920.0,1080.0,34.0,0.0,0
72.0,1.0,2.0,0.0,4.0,3.0,0.0,18.0,5.0,0.2777778,3.3703792,0.0,3.0,37.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,249.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,22.0,0.94706637,4.0,4.0,2.0,111.0,13.0,1.0,1280.0,800.0,2.0,0.0,1
